district_name,num_registered_users,num_app_opens,year,state_name,quarter
ysr district,1694843,98586928,2023,andhra-pradesh,2
west godavari district,2059880,116005083,2023,andhra-pradesh,2
chittoor district,2865250,170462384,2023,andhra-pradesh,2
east godavari district,3211557,83823834,2023,andhra-pradesh,3
srikakulam district,1375950,44064462,2023,andhra-pradesh,3
visakhapatnam district,4035323,116087299,2023,andhra-pradesh,3
prakasam district,1868997,94303883,2023,andhra-pradesh,3
anantapur district,2421293,152875757,2023,andhra-pradesh,3
kurnool district,2295754,124493256,2023,andhra-pradesh,3
guntur district,3137289,71855007,2023,andhra-pradesh,3
krishna district,3177643,73280755,2023,andhra-pradesh,3
spsr nellore district,1887005,73583227,2023,andhra-pradesh,3
vizianagaram district,1190571,41978556,2023,andhra-pradesh,3
ysr district,1764648,78787151,2023,andhra-pradesh,3
west godavari district,2146530,73274852,2023,andhra-pradesh,3
chittoor district,2981337,129032458,2023,andhra-pradesh,3
east godavari district,3329036,143550882,2023,andhra-pradesh,4
srikakulam district,1430226,48122562,2023,andhra-pradesh,4
visakhapatnam district,4180797,163404880,2023,andhra-pradesh,4
prakasam district,1939979,69411660,2023,andhra-pradesh,4
anantapur district,2512744,123617506,2023,andhra-pradesh,4
kurnool district,2383042,86461750,2023,andhra-pradesh,4
guntur district,3251121,132403935,2023,andhra-pradesh,4
krishna district,3291814,121925706,2023,andhra-pradesh,4
spsr nellore district,1956706,78993397,2023,andhra-pradesh,4
vizianagaram district,1236735,42889385,2023,andhra-pradesh,4
ysr district,1829864,69721701,2023,andhra-pradesh,4
west godavari district,2227243,86297777,2023,andhra-pradesh,4
chittoor district,3089391,143201818,2023,andhra-pradesh,4
east godavari district,839277,0,2019,andhra-pradesh,1
srikakulam district,345775,0,2019,andhra-pradesh,1
visakhapatnam district,1174517,0,2019,andhra-pradesh,1
prakasam district,474260,0,2019,andhra-pradesh,1
anantapur district,612162,0,2019,andhra-pradesh,1
kurnool district,599422,0,2019,andhra-pradesh,1
guntur district,802394,0,2019,andhra-pradesh,1
krishna district,833694,0,2019,andhra-pradesh,1
spsr nellore district,491908,0,2019,andhra-pradesh,1
vizianagaram district,313334,0,2019,andhra-pradesh,1
ysr district,460590,0,2019,andhra-pradesh,1
west godavari district,523372,0,2019,andhra-pradesh,1
chittoor district,812314,0,2019,andhra-pradesh,1
east godavari district,945181,7156762,2019,andhra-pradesh,2
srikakulam district,392764,3230330,2019,andhra-pradesh,2
visakhapatnam district,1318740,13681907,2019,andhra-pradesh,2
prakasam district,539462,4488365,2019,andhra-pradesh,2
anantapur district,695114,6056591,2019,andhra-pradesh,2
kurnool district,680118,6240480,2019,andhra-pradesh,2
guntur district,915256,7268875,2019,andhra-pradesh,2
krishna district,952300,7822632,2019,andhra-pradesh,2
spsr nellore district,558303,4774473,2019,andhra-pradesh,2
vizianagaram district,355058,3541678,2019,andhra-pradesh,2
ysr district,519031,4345848,2019,andhra-pradesh,2
west godavari district,592185,3853094,2019,andhra-pradesh,2
chittoor district,925491,8914216,2019,andhra-pradesh,2
east godavari district,1057167,28275322,2019,andhra-pradesh,3
srikakulam district,437939,11813195,2019,andhra-pradesh,3
visakhapatnam district,1460464,54836001,2019,andhra-pradesh,3
prakasam district,598568,16267041,2019,andhra-pradesh,3
anantapur district,773656,22845084,2019,andhra-pradesh,3
kurnool district,755024,22827473,2019,andhra-pradesh,3
guntur district,1026418,28477132,2019,andhra-pradesh,3
krishna district,1066546,30077671,2019,andhra-pradesh,3
spsr nellore district,619592,17768733,2019,andhra-pradesh,3
vizianagaram district,394375,13065845,2019,andhra-pradesh,3
ysr district,574109,15833900,2019,andhra-pradesh,3
west godavari district,662102,14227407,2019,andhra-pradesh,3
chittoor district,1032733,34638738,2019,andhra-pradesh,3
east godavari district,1195228,38299189,2019,andhra-pradesh,4
srikakulam district,496266,16353822,2019,andhra-pradesh,4
visakhapatnam district,1620235,70749983,2019,andhra-pradesh,4
prakasam district,673522,21639748,2019,andhra-pradesh,4
anantapur district,873033,30278539,2019,andhra-pradesh,4
kurnool district,846885,29676997,2019,andhra-pradesh,4
guntur district,1158708,37846179,2019,andhra-pradesh,4
krishna district,1199971,39407473,2019,andhra-pradesh,4
spsr nellore district,697154,23608360,2019,andhra-pradesh,4
vizianagaram district,443810,17515311,2019,andhra-pradesh,4
ysr district,646642,21543798,2019,andhra-pradesh,4
west godavari district,750078,19393528,2019,andhra-pradesh,4
chittoor district,1156351,44888591,2019,andhra-pradesh,4
east godavari district,1878769,91478749,2021,andhra-pradesh,1
srikakulam district,782604,40590058,2021,andhra-pradesh,1
visakhapatnam district,2368081,135908324,2021,andhra-pradesh,1
prakasam district,1075936,56911479,2021,andhra-pradesh,1
anantapur district,1394849,73375049,2021,andhra-pradesh,1
kurnool district,1323411,65326230,2021,andhra-pradesh,1
guntur district,1843237,92731167,2021,andhra-pradesh,1
krishna district,1876458,92941553,2021,andhra-pradesh,1
spsr nellore district,1100541,60691988,2021,andhra-pradesh,1
vizianagaram district,681621,37752539,2021,andhra-pradesh,1
ysr district,1032689,53525815,2021,andhra-pradesh,1
west godavari district,1254117,57392671,2021,andhra-pradesh,1
chittoor district,1751420,99083825,2021,andhra-pradesh,1
east godavari district,2006272,84705076,2021,andhra-pradesh,2
srikakulam district,837958,43740255,2021,andhra-pradesh,2
visakhapatnam district,2526830,114313154,2021,andhra-pradesh,2
prakasam district,1151232,76850749,2021,andhra-pradesh,2
anantapur district,1492738,104568606,2021,andhra-pradesh,2
kurnool district,1415585,81894678,2021,andhra-pradesh,2
guntur district,1968681,88248064,2021,andhra-pradesh,2
krishna district,2002662,85771678,2021,andhra-pradesh,2
spsr nellore district,1176334,74049216,2021,andhra-pradesh,2
vizianagaram district,729509,42684475,2021,andhra-pradesh,2
ysr district,1103004,72255265,2021,andhra-pradesh,2
west godavari district,1339377,65118788,2021,andhra-pradesh,2
chittoor district,1870723,110505432,2021,andhra-pradesh,2
east godavari district,2150622,103626560,2021,andhra-pradesh,3
srikakulam district,902008,48622126,2021,andhra-pradesh,3
visakhapatnam district,2707931,139540800,2021,andhra-pradesh,3
prakasam district,1239147,91533813,2021,andhra-pradesh,3
anantapur district,1606735,124985545,2021,andhra-pradesh,3
kurnool district,1522196,101210508,2021,andhra-pradesh,3
guntur district,2110878,106621413,2021,andhra-pradesh,3
krishna district,2145423,104358295,2021,andhra-pradesh,3
spsr nellore district,1263550,90102349,2021,andhra-pradesh,3
vizianagaram district,784444,46277311,2021,andhra-pradesh,3
ysr district,1183377,86369956,2021,andhra-pradesh,3
west godavari district,1436576,80244808,2021,andhra-pradesh,3
chittoor district,2007011,135043395,2021,andhra-pradesh,3
east godavari district,2294347,142536856,2021,andhra-pradesh,4
srikakulam district,965335,61654215,2021,andhra-pradesh,4
visakhapatnam district,2888774,188757640,2021,andhra-pradesh,4
prakasam district,1325728,86410317,2021,andhra-pradesh,4
anantapur district,1719437,120768682,2021,andhra-pradesh,4
kurnool district,1628242,97379271,2021,andhra-pradesh,4
guntur district,2252443,130920743,2021,andhra-pradesh,4
krishna district,2288148,134436469,2021,andhra-pradesh,4
spsr nellore district,1349290,90814672,2021,andhra-pradesh,4
vizianagaram district,839606,56101822,2021,andhra-pradesh,4
ysr district,1262963,83534122,2021,andhra-pradesh,4
west godavari district,1532898,100007280,2021,andhra-pradesh,4
chittoor district,2141818,154395512,2021,andhra-pradesh,4
east godavari district,1329664,46142746,2020,andhra-pradesh,1
srikakulam district,552007,20975989,2020,andhra-pradesh,1
visakhapatnam district,1763581,77558624,2020,andhra-pradesh,1
prakasam district,748655,26870693,2020,andhra-pradesh,1
anantapur district,971850,36900103,2020,andhra-pradesh,1
kurnool district,936293,34198350,2020,andhra-pradesh,1
guntur district,1289678,45282758,2020,andhra-pradesh,1
krishna district,1331602,46079408,2020,andhra-pradesh,1
spsr nellore district,775440,28879364,2020,andhra-pradesh,1
vizianagaram district,490683,21562104,2020,andhra-pradesh,1
ysr district,717865,26166193,2020,andhra-pradesh,1
west godavari district,843835,24542868,2020,andhra-pradesh,1
chittoor district,1270907,51354573,2020,andhra-pradesh,1
east godavari district,1459116,45884498,2020,andhra-pradesh,2
srikakulam district,608002,23808009,2020,andhra-pradesh,2
visakhapatnam district,1904719,69684456,2020,andhra-pradesh,2
prakasam district,830709,32255276,2020,andhra-pradesh,2
anantapur district,1076953,39704703,2020,andhra-pradesh,2
kurnool district,1035093,36268390,2020,andhra-pradesh,2
guntur district,1426271,44267596,2020,andhra-pradesh,2
krishna district,1459041,41234166,2020,andhra-pradesh,2
spsr nellore district,854459,30816403,2020,andhra-pradesh,2
vizianagaram district,537798,24370380,2020,andhra-pradesh,2
ysr district,796769,29644037,2020,andhra-pradesh,2
west godavari district,944829,26583613,2020,andhra-pradesh,2
chittoor district,1385916,49820171,2020,andhra-pradesh,2
east godavari district,1601940,64292857,2020,andhra-pradesh,3
srikakulam district,667858,31794753,2020,andhra-pradesh,3
visakhapatnam district,2058346,102589371,2020,andhra-pradesh,3
prakasam district,915240,44970519,2020,andhra-pradesh,3
anantapur district,1186851,55714787,2020,andhra-pradesh,3
kurnool district,1132240,49164718,2020,andhra-pradesh,3
guntur district,1567595,62427501,2020,andhra-pradesh,3
krishna district,1599289,61028114,2020,andhra-pradesh,3
spsr nellore district,937176,43951448,2020,andhra-pradesh,3
vizianagaram district,587784,31199437,2020,andhra-pradesh,3
ysr district,877909,41578067,2020,andhra-pradesh,3
west godavari district,1053674,38126238,2020,andhra-pradesh,3
chittoor district,1506503,69462572,2020,andhra-pradesh,3
east godavari district,1746280,82605352,2020,andhra-pradesh,4
srikakulam district,726761,36770992,2020,andhra-pradesh,4
visakhapatnam district,2209658,124730170,2020,andhra-pradesh,4
prakasam district,999462,52839846,2020,andhra-pradesh,4
anantapur district,1295872,69562398,2020,andhra-pradesh,4
kurnool district,1230466,60615045,2020,andhra-pradesh,4
guntur district,1712940,81291172,2020,andhra-pradesh,4
krishna district,1744028,81787771,2020,andhra-pradesh,4
spsr nellore district,1022944,54765443,2020,andhra-pradesh,4
vizianagaram district,634462,35110885,2020,andhra-pradesh,4
ysr district,959182,49596303,2020,andhra-pradesh,4
west godavari district,1163179,51170162,2020,andhra-pradesh,4
chittoor district,1631331,88232999,2020,andhra-pradesh,4
east godavari district,350356,0,2018,andhra-pradesh,1
srikakulam district,143839,0,2018,andhra-pradesh,1
visakhapatnam district,497187,0,2018,andhra-pradesh,1
prakasam district,189949,0,2018,andhra-pradesh,1
anantapur district,241192,0,2018,andhra-pradesh,1
kurnool district,240133,0,2018,andhra-pradesh,1
guntur district,317065,0,2018,andhra-pradesh,1
krishna district,323673,0,2018,andhra-pradesh,1
spsr nellore district,194475,0,2018,andhra-pradesh,1
vizianagaram district,128905,0,2018,andhra-pradesh,1
ysr district,186800,0,2018,andhra-pradesh,1
west godavari district,213335,0,2018,andhra-pradesh,1
chittoor district,309541,0,2018,andhra-pradesh,1
east godavari district,454398,0,2018,andhra-pradesh,2
srikakulam district,186913,0,2018,andhra-pradesh,2
visakhapatnam district,636052,0,2018,andhra-pradesh,2
prakasam district,253458,0,2018,andhra-pradesh,2
anantapur district,326383,0,2018,andhra-pradesh,2
kurnool district,319313,0,2018,andhra-pradesh,2
guntur district,420326,0,2018,andhra-pradesh,2
krishna district,431965,0,2018,andhra-pradesh,2
spsr nellore district,261049,0,2018,andhra-pradesh,2
vizianagaram district,167327,0,2018,andhra-pradesh,2
ysr district,248657,0,2018,andhra-pradesh,2
west godavari district,282393,0,2018,andhra-pradesh,2
chittoor district,414306,0,2018,andhra-pradesh,2
east godavari district,558982,0,2018,andhra-pradesh,3
srikakulam district,228456,0,2018,andhra-pradesh,3
visakhapatnam district,769096,0,2018,andhra-pradesh,3
prakasam district,314899,0,2018,andhra-pradesh,3
anantapur district,405855,0,2018,andhra-pradesh,3
kurnool district,394311,0,2018,andhra-pradesh,3
guntur district,518931,0,2018,andhra-pradesh,3
krishna district,537086,0,2018,andhra-pradesh,3
spsr nellore district,322446,0,2018,andhra-pradesh,3
vizianagaram district,203655,0,2018,andhra-pradesh,3
ysr district,308391,0,2018,andhra-pradesh,3
west godavari district,349782,0,2018,andhra-pradesh,3
chittoor district,515727,0,2018,andhra-pradesh,3
east godavari district,694455,0,2018,andhra-pradesh,4
srikakulam district,284874,0,2018,andhra-pradesh,4
visakhapatnam district,978288,0,2018,andhra-pradesh,4
prakasam district,394962,0,2018,andhra-pradesh,4
anantapur district,510892,0,2018,andhra-pradesh,4
kurnool district,498582,0,2018,andhra-pradesh,4
guntur district,659552,0,2018,andhra-pradesh,4
krishna district,682479,0,2018,andhra-pradesh,4
spsr nellore district,407495,0,2018,andhra-pradesh,4
vizianagaram district,257824,0,2018,andhra-pradesh,4
ysr district,387058,0,2018,andhra-pradesh,4
west godavari district,435668,0,2018,andhra-pradesh,4
chittoor district,665280,0,2018,andhra-pradesh,4
chandigarh district,541549,2321685,2022,chandigarh,1
chandigarh district,569582,2285979,2022,chandigarh,2
chandigarh district,598698,2173356,2022,chandigarh,3
chandigarh district,627563,15308862,2022,chandigarh,4
chandigarh district,754849,2680802,2024,chandigarh,1
chandigarh district,782791,3351127,2024,chandigarh,2
chandigarh district,654522,2001065,2023,chandigarh,1
chandigarh district,678662,1978988,2023,chandigarh,2
chandigarh district,704144,1924922,2023,chandigarh,3
chandigarh district,727594,35719991,2023,chandigarh,4
chandigarh district,209175,0,2019,chandigarh,1
chandigarh district,240439,1220176,2019,chandigarh,2
chandigarh district,267337,4625196,2019,chandigarh,3
chandigarh district,289590,4960441,2019,chandigarh,4
chandigarh district,419998,7919533,2021,chandigarh,1
chandigarh district,448572,4733924,2021,chandigarh,2
chandigarh district,480463,6378807,2021,chandigarh,3
chandigarh district,512092,11603954,2021,chandigarh,4
chandigarh district,312887,5201211,2020,chandigarh,1
chandigarh district,336351,3451250,2020,chandigarh,2
chandigarh district,362588,4888739,2020,chandigarh,3
chandigarh district,391402,6477974,2020,chandigarh,4
chandigarh district,86268,0,2018,chandigarh,1
chandigarh district,115219,0,2018,chandigarh,2
chandigarh district,143893,0,2018,chandigarh,3
chandigarh district,177747,0,2018,chandigarh,4
thiruvananthapuram district,989791,5574116,2022,kerala,1
kasaragod district,294943,5220451,2022,kerala,1
malappuram district,871127,9688261,2022,kerala,1
pathanamthitta district,271165,4036616,2022,kerala,1
wayanad district,234308,6349929,2022,kerala,1
alappuzha district,534116,2971951,2022,kerala,1
kozhikode district,887215,8824744,2022,kerala,1
kollam district,623472,4995465,2022,kerala,1
thrissur district,768604,5764628,2022,kerala,1
palakkad district,620428,9057055,2022,kerala,1
kannur district,640842,8394165,2022,kerala,1
kottayam district,504349,4454903,2022,kerala,1
ernakulam district,1454447,8812130,2022,kerala,1
idukki district,277492,9903479,2022,kerala,1
thiruvananthapuram district,1041643,5205518,2022,kerala,2
kasaragod district,309835,6295837,2022,kerala,2
malappuram district,915204,9789246,2022,kerala,2
pathanamthitta district,285622,3462591,2022,kerala,2
wayanad district,246673,7011213,2022,kerala,2
alappuzha district,563253,3130200,2022,kerala,2
kozhikode district,932060,9263814,2022,kerala,2
kollam district,657033,5093583,2022,kerala,2
thrissur district,808727,5650708,2022,kerala,2
palakkad district,653051,9694658,2022,kerala,2
kannur district,673887,9375321,2022,kerala,2
kottayam district,531625,5282278,2022,kerala,2
ernakulam district,1531113,8132654,2022,kerala,2
idukki district,292807,11488771,2022,kerala,2
thiruvananthapuram district,1095580,5022977,2022,kerala,3
kasaragod district,325218,6664472,2022,kerala,3
malappuram district,961854,10102534,2022,kerala,3
pathanamthitta district,301025,3433193,2022,kerala,3
wayanad district,259233,7609643,2022,kerala,3
alappuzha district,593932,2997077,2022,kerala,3
kozhikode district,978992,9370370,2022,kerala,3
kollam district,692226,5343177,2022,kerala,3
thrissur district,851462,5943980,2022,kerala,3
palakkad district,687131,11390747,2022,kerala,3
kannur district,708205,10396280,2022,kerala,3
kottayam district,560099,4928594,2022,kerala,3
ernakulam district,1611052,8148392,2022,kerala,3
idukki district,307968,13214397,2022,kerala,3
thiruvananthapuram district,1146770,33100692,2022,kerala,4
kasaragod district,338388,12808213,2022,kerala,4
malappuram district,1003617,37725553,2022,kerala,4
pathanamthitta district,314210,9572683,2022,kerala,4
wayanad district,270179,15089566,2022,kerala,4
alappuzha district,622234,18999526,2022,kerala,4
kozhikode district,1022289,38157103,2022,kerala,4
kollam district,724767,23525755,2022,kerala,4
thrissur district,889949,22786290,2022,kerala,4
palakkad district,717320,27381415,2022,kerala,4
kannur district,738843,25180742,2022,kerala,4
kottayam district,585546,17988479,2022,kerala,4
ernakulam district,1687311,53387728,2022,kerala,4
idukki district,320679,11278104,2022,kerala,4
thiruvananthapuram district,1385762,6755579,2024,kerala,1
kasaragod district,407396,11250687,2024,kerala,1
malappuram district,1204103,18102064,2024,kerala,1
pathanamthitta district,382391,4572880,2024,kerala,1
wayanad district,327109,9811178,2024,kerala,1
alappuzha district,758068,4506011,2024,kerala,1
kozhikode district,1225291,12613078,2024,kerala,1
kollam district,881620,5217490,2024,kerala,1
thrissur district,1077037,9057237,2024,kerala,1
palakkad district,869821,22185884,2024,kerala,1
kannur district,889736,15411293,2024,kerala,1
kottayam district,712753,11345296,2024,kerala,1
ernakulam district,2040327,15438933,2024,kerala,1
idukki district,391882,27009356,2024,kerala,1
thiruvananthapuram district,1436717,9493675,2024,kerala,2
kasaragod district,422342,10368704,2024,kerala,2
malappuram district,1245343,19061073,2024,kerala,2
pathanamthitta district,396481,2910412,2024,kerala,2
wayanad district,339213,10560034,2024,kerala,2
alappuzha district,786309,3355242,2024,kerala,2
kozhikode district,1267997,10504048,2024,kerala,2
kollam district,913913,5362390,2024,kerala,2
thrissur district,1115980,8475321,2024,kerala,2
palakkad district,902163,17962617,2024,kerala,2
kannur district,921059,15590302,2024,kerala,2
kottayam district,739199,10974605,2024,kerala,2
ernakulam district,2114463,14181754,2024,kerala,2
idukki district,407231,25917435,2024,kerala,2
thiruvananthapuram district,1196164,5790866,2023,kerala,1
kasaragod district,352199,7272460,2023,kerala,1
malappuram district,1043945,11327999,2023,kerala,1
pathanamthitta district,327848,4496002,2023,kerala,1
wayanad district,281511,7462010,2023,kerala,1
alappuzha district,649660,3956500,2023,kerala,1
kozhikode district,1063764,10336755,2023,kerala,1
kollam district,756282,5731050,2023,kerala,1
thrissur district,927648,5348184,2023,kerala,1
palakkad district,747944,11955428,2023,kerala,1
kannur district,769407,11743750,2023,kerala,1
kottayam district,611048,5890990,2023,kerala,1
ernakulam district,1760620,8892815,2023,kerala,1
idukki district,334683,16191071,2023,kerala,1
thiruvananthapuram district,1241042,6354892,2023,kerala,2
kasaragod district,365799,7727594,2023,kerala,2
malappuram district,1082848,11475040,2023,kerala,2
pathanamthitta district,340929,4397954,2023,kerala,2
wayanad district,292600,7246631,2023,kerala,2
alappuzha district,675625,3829674,2023,kerala,2
kozhikode district,1102669,8793853,2023,kerala,2
kollam district,786161,6933075,2023,kerala,2
thrissur district,963142,5302267,2023,kerala,2
palakkad district,777224,13375973,2023,kerala,2
kannur district,798378,10810493,2023,kerala,2
kottayam district,635322,6941205,2023,kerala,2
ernakulam district,1826879,9272340,2023,kerala,2
idukki district,348723,18849803,2023,kerala,2
thiruvananthapuram district,1288756,5237375,2023,kerala,3
kasaragod district,379477,9114678,2023,kerala,3
malappuram district,1122286,15747619,2023,kerala,3
pathanamthitta district,354481,3660388,2023,kerala,3
wayanad district,304106,8337163,2023,kerala,3
alappuzha district,702662,2846975,2023,kerala,3
kozhikode district,1142968,10149133,2023,kerala,3
kollam district,817493,7838703,2023,kerala,3
thrissur district,1000321,6608692,2023,kerala,3
palakkad district,807530,18972836,2023,kerala,3
kannur district,828310,14423435,2023,kerala,3
kottayam district,660585,8034023,2023,kerala,3
ernakulam district,1897604,9073384,2023,kerala,3
idukki district,362564,25000023,2023,kerala,3
thiruvananthapuram district,1334950,77115870,2023,kerala,4
kasaragod district,392611,23578195,2023,kerala,4
malappuram district,1160238,84540605,2023,kerala,4
pathanamthitta district,367730,22005049,2023,kerala,4
wayanad district,314903,23024547,2023,kerala,4
alappuzha district,728812,41346378,2023,kerala,4
kozhikode district,1181172,75460182,2023,kerala,4
kollam district,847768,49131409,2023,kerala,4
thrissur district,1036542,58890256,2023,kerala,4
palakkad district,836952,60640107,2023,kerala,4
kannur district,857051,48779264,2023,kerala,4
kottayam district,685268,44070801,2023,kerala,4
ernakulam district,1964544,113587855,2023,kerala,4
idukki district,376433,25133135,2023,kerala,4
thiruvananthapuram district,239634,0,2019,kerala,1
kasaragod district,59697,0,2019,kerala,1
malappuram district,206857,0,2019,kerala,1
pathanamthitta district,60107,0,2019,kerala,1
wayanad district,49356,0,2019,kerala,1
alappuzha district,114882,0,2019,kerala,1
kozhikode district,212403,0,2019,kerala,1
kollam district,125697,0,2019,kerala,1
thrissur district,184516,0,2019,kerala,1
palakkad district,145211,0,2019,kerala,1
kannur district,143289,0,2019,kerala,1
kottayam district,121975,0,2019,kerala,1
ernakulam district,409812,0,2019,kerala,1
idukki district,63188,0,2019,kerala,1
thiruvananthapuram district,288292,1135131,2019,kerala,2
kasaragod district,73129,217303,2019,kerala,2
malappuram district,243384,723654,2019,kerala,2
pathanamthitta district,73032,207058,2019,kerala,2
wayanad district,60200,203388,2019,kerala,2
alappuzha district,139046,426583,2019,kerala,2
kozhikode district,251348,851952,2019,kerala,2
kollam district,152841,468261,2019,kerala,2
thrissur district,220648,709813,2019,kerala,2
palakkad district,174037,593468,2019,kerala,2
kannur district,172894,521458,2019,kerala,2
kottayam district,145387,438323,2019,kerala,2
ernakulam district,479320,1927424,2019,kerala,2
idukki district,76609,249404,2019,kerala,2
thiruvananthapuram district,340900,4182693,2019,kerala,3
kasaragod district,86660,767969,2019,kerala,3
malappuram district,282514,2453834,2019,kerala,3
pathanamthitta district,85982,734361,2019,kerala,3
wayanad district,71761,716214,2019,kerala,3
alappuzha district,166845,1628789,2019,kerala,3
kozhikode district,294333,3172854,2019,kerala,3
kollam district,183743,1799822,2019,kerala,3
thrissur district,259366,2510843,2019,kerala,3
palakkad district,202761,2057447,2019,kerala,3
kannur district,204129,1838589,2019,kerala,3
kottayam district,169581,1542321,2019,kerala,3
ernakulam district,553200,7217455,2019,kerala,3
idukki district,89188,848503,2019,kerala,3
thiruvananthapuram district,400110,5279003,2019,kerala,4
kasaragod district,101775,998295,2019,kerala,4
malappuram district,333816,3211891,2019,kerala,4
pathanamthitta district,100709,1038075,2019,kerala,4
wayanad district,85420,940411,2019,kerala,4
alappuzha district,198940,2160282,2019,kerala,4
kozhikode district,345534,4018300,2019,kerala,4
kollam district,221687,2422066,2019,kerala,4
thrissur district,302503,3090870,2019,kerala,4
palakkad district,237650,2541409,2019,kerala,4
kannur district,240296,2379718,2019,kerala,4
kottayam district,197540,2010069,2019,kerala,4
ernakulam district,633101,8838605,2019,kerala,4
idukki district,104857,1117039,2019,kerala,4
thiruvananthapuram district,767813,12466068,2021,kerala,1
kasaragod district,228237,3185008,2021,kerala,1
malappuram district,676242,10051526,2021,kerala,1
pathanamthitta district,208354,2657364,2021,kerala,1
wayanad district,179709,3269417,2021,kerala,1
alappuzha district,410141,5933047,2021,kerala,1
kozhikode district,691148,11973015,2021,kerala,1
kollam district,480459,6908382,2021,kerala,1
thrissur district,594589,7910699,2021,kerala,1
palakkad district,477868,6855314,2021,kerala,1
kannur district,496955,7186972,2021,kerala,1
kottayam district,387696,5271780,2021,kerala,1
ernakulam district,1126122,22261257,2021,kerala,1
idukki district,211610,2988884,2021,kerala,1
thiruvananthapuram district,820485,8526776,2021,kerala,2
kasaragod district,243917,3444687,2021,kerala,2
malappuram district,722597,8227295,2021,kerala,2
pathanamthitta district,222891,2852610,2021,kerala,2
wayanad district,192607,3553608,2021,kerala,2
alappuzha district,438924,4396583,2021,kerala,2
kozhikode district,737623,9003105,2021,kerala,2
kollam district,513820,5757980,2021,kerala,2
thrissur district,635598,6202633,2021,kerala,2
palakkad district,511298,6562902,2021,kerala,2
kannur district,530657,6759103,2021,kerala,2
kottayam district,415007,4409816,2021,kerala,2
ernakulam district,1203623,13632731,2021,kerala,2
idukki district,227036,4484586,2021,kerala,2
thiruvananthapuram district,878444,11037318,2021,kerala,3
kasaragod district,261347,4398139,2021,kerala,3
malappuram district,773963,11600738,2021,kerala,3
pathanamthitta district,239479,3473793,2021,kerala,3
wayanad district,206950,4890558,2021,kerala,3
alappuzha district,471228,5643125,2021,kerala,3
kozhikode district,789078,11968490,2021,kerala,3
kollam district,551267,7524489,2021,kerala,3
thrissur district,681187,8015973,2021,kerala,3
palakkad district,548776,8458671,2021,kerala,3
kannur district,568613,8784346,2021,kerala,3
kottayam district,445540,5814480,2021,kerala,3
ernakulam district,1289089,18436828,2021,kerala,3
idukki district,244464,6235769,2021,kerala,3
thiruvananthapuram district,935705,21270773,2021,kerala,4
kasaragod district,278581,7248336,2021,kerala,4
malappuram district,824018,23720176,2021,kerala,4
pathanamthitta district,255731,5391118,2021,kerala,4
wayanad district,220807,7982879,2021,kerala,4
alappuzha district,503589,11363976,2021,kerala,4
kozhikode district,839678,24235913,2021,kerala,4
kollam district,588254,13796316,2021,kerala,4
thrissur district,725878,14357402,2021,kerala,4
palakkad district,585306,15190646,2021,kerala,4
kannur district,605576,15222905,2021,kerala,4
kottayam district,475496,10593013,2021,kerala,4
ernakulam district,1374081,36976737,2021,kerala,4
idukki district,261110,6192667,2021,kerala,4
thiruvananthapuram district,466301,6148324,2020,kerala,1
kasaragod district,121264,1204490,2020,kerala,1
malappuram district,387405,3701945,2020,kerala,1
pathanamthitta district,118197,1168749,2020,kerala,1
wayanad district,101733,1172735,2020,kerala,1
alappuzha district,235048,2565160,2020,kerala,1
kozhikode district,404139,4887122,2020,kerala,1
kollam district,265751,2917884,2020,kerala,1
thrissur district,349437,3445588,2020,kerala,1
palakkad district,277861,2987636,2020,kerala,1
kannur district,282719,2862750,2020,kerala,1
kottayam district,229263,2292523,2020,kerala,1
ernakulam district,716945,9757027,2020,kerala,1
idukki district,122253,1284465,2020,kerala,1
thiruvananthapuram district,536574,5451213,2020,kerala,2
kasaragod district,147502,1528087,2020,kerala,2
malappuram district,445757,3974301,2020,kerala,2
pathanamthitta district,140329,1272810,2020,kerala,2
wayanad district,120305,1327210,2020,kerala,2
alappuzha district,274531,2704982,2020,kerala,2
kozhikode district,469436,4839388,2020,kerala,2
kollam district,318727,3265373,2020,kerala,2
thrissur district,403662,3488414,2020,kerala,2
palakkad district,324519,3251760,2020,kerala,2
kannur district,338685,3495639,2020,kerala,2
kottayam district,265591,2380765,2020,kerala,2
ernakulam district,798771,7499783,2020,kerala,2
idukki district,144455,1353228,2020,kerala,2
thiruvananthapuram district,624681,7345447,2020,kerala,3
kasaragod district,180232,2179862,2020,kerala,3
malappuram district,533108,5623411,2020,kerala,3
pathanamthitta district,167320,1736047,2020,kerala,3
wayanad district,142714,1846742,2020,kerala,3
alappuzha district,330393,3840522,2020,kerala,3
kozhikode district,554275,6888523,2020,kerala,3
kollam district,385866,4660522,2020,kerala,3
thrissur district,479671,4994319,2020,kerala,3
palakkad district,384712,4352750,2020,kerala,3
kannur district,400107,4640937,2020,kerala,3
kottayam district,311954,3190433,2020,kerala,3
ernakulam district,917356,11265204,2020,kerala,3
idukki district,169911,1744303,2020,kerala,3
thiruvananthapuram district,708948,10482263,2020,kerala,4
kasaragod district,209440,2848250,2020,kerala,4
malappuram district,619218,8047145,2020,kerala,4
pathanamthitta district,192013,2377621,2020,kerala,4
wayanad district,164709,2757030,2020,kerala,4
alappuzha district,377772,5193038,2020,kerala,4
kozhikode district,635320,9740863,2020,kerala,4
kollam district,442546,6115482,2020,kerala,4
thrissur district,548425,6831111,2020,kerala,4
